,carat,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,cut,color,clarity,priceperpoint,carat_discrete
8651,0.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,3,2
8652,1.07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,2,3
8653,0.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,2
8654,1.03,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,3,3
8655,1.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,7,3,3
8656,0.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,4,3,2
8657,1.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,2,3
8658,1.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,6,7,2,3
8659,1.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,2,3
8660,1.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,2,3
8661,1.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8662,1.16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8663,1.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8664,0.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,3,2
8665,1.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,2,3
8666,1.17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8667,0.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,3,2
8668,1.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,3,3
8669,1.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,3,3
8670,1.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8671,1.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8672,1.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,5,4,3,3
8673,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,4,4,3,3
8674,1.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,3
8675,1.11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,7,2,3
8676,1.11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8677,0.96,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,4,3,2
8678,1.09,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,2,3
8679,1.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,3,3
8680,1.02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,3,3
8681,0.92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,2
8682,1.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,7,2,3
8683,1.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,7,2,3
8684,0.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,4,2
8685,1.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,3,3
8686,1.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,3,3
8687,1.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,3
8688,1.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,5,2,3
8689,1.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8690,1.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8691,1.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8692,1.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8693,1.02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,5,3,3
8694,0.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,3,2
8695,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,3,3
8696,1.02,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,3,3
8697,1.58,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,6,8,2,3
8698,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,2
8699,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,2
8700,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,1,1
8701,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,4,1,1
8702,0.38,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,7,1,1
8703,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,6,7,1,1
8704,0.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,1,1
8705,0.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,1,1
8706,0.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1
8707,0.28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1
8708,0.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,1,1
8709,0.39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,5,1,1
8710,0.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,1
8711,0.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
8712,0.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,2,1
8713,0.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,1,1
8714,0.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,1,1
8715,0.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,1,1
8716,0.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,1,1
8717,0.32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1,1
8718,0.32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1,1
8719,0.28,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1
8720,0.28,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1
8721,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1
8722,0.31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,6,4,1,1
8723,0.31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,5,1,1
8724,0.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5,5,1,1
8725,0.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,1,1
8726,0.27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,1
8727,0.27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1
8728,0.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1
8729,0.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,1
8730,1.18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,7,6,2,3
8731,1.18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,6,7,2,3
8732,0.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,3,2
8733,0.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,2
8734,0.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,4,4,3,2
8735,1.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,3,3
8736,1.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,5,5,3,3
8737,1.02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,6,3,3
8738,0.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,2
8739,1.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,2,3
8740,0.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,3,2
8741,0.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,2
8742,0.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,3,2
8743,0.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,2
8744,0.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,3,2
8745,1.14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,6,2,3
8746,0.91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,2
8747,1.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,6,7,3,3
8748,1.06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,3,3
8749,1.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,3,3
8750,1.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,6,2,3
8751,0.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,4,3,2
8752,1.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,5,2,3
8753,1.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,3,3
8754,0.91,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8755,0.91,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8756,0.91,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8757,0.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8758,0.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8759,0.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,3,2
8760,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7,4,3,3
8761,1.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,3
8762,0.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,5,3,2
8763,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,6,3,3
8764,1.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,5,3,3
8765,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8766,0.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2
8767,1.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8768,1.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,3,3
8769,1.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,3,3
8770,0.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,2,3,2
8771,1.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,3,3
8772,1.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,7,3,3
8773,1.01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8774,1.01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8775,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,6,3,3
8776,0.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,3,2
8777,1.04,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,6,3,3
8778,0.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,6,3,2
8779,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8780,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,6,3,3
8781,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,6,3,3
8782,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,6,3,3
8783,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8784,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,3,3
8785,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,6,3,3
8786,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,6,3,3
8787,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,6,3,3
8788,1.14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,7,7,2,3
8789,1.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,7,2,3
8790,0.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,2
8791,1.03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,7,3,3
8792,1.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,7,3,3
8793,1.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,3,3
8794,1.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,2,3
8795,1.04,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,3,3
8796,1.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,2,3
8797,1.01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,7,3,3
8798,1.21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,2,3
8799,1.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,3,3
8800,0.91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,3,2
8801,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,3
8802,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,6,3,3
8803,1.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8804,1.01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,3,3
8805,1.01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,6,3,3
8806,1.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,6,3,3
8807,1.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,7,6,2,3
8808,0.91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,3,2
8809,1.08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,2,3
8810,1.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,6,7,2,3
8811,1.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,6,2,3
8812,1.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,6,3,3
8813,1.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8814,1.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,6,3,3
8815,1.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8816,1.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,2,3
8817,1.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,7,2,3
8818,1.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,6,6,2,3
8819,1.01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5,5,3,3
8820,1.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,5,3,3
8821,1.23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,2,3
8822,1.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,3,3
8823,1.16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,7,2,3
8824,1.03,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,7,3,3
8825,1.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,2,3
8826,1.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,3,3
8827,1.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,3,3
8828,1.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8829,1.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,3,3
8830,0.98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,2
8831,1.12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,2,3
8832,1.02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,6,4,3,3
8833,1.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8834,1.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8835,1.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8836,1.02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,3,3
8837,1.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8838,1.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,6,3,3
8839,1.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,7,3,3
8840,1.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,7,3,3
8841,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,2
8842,0.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,3,2
8843,0.98,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,3,2
8844,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8845,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,3,3
8846,0.96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,3,2
8847,1.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,3
8848,1.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,6,3,3
8849,1.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,3
8850,1.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,3,3
8851,1.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,6,3,3
8852,1.01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,3,3
8853,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,5,3,3
8854,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,3,3
8855,1.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,4,5,3,3
8856,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,3,3
8857,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,3,3
8858,1.08,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8859,1.13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,7,2,3
8860,0.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,3,2
8861,0.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,3,2
8862,0.71,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,2
8863,0.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,3,2
8864,0.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,5,3,2
8865,0.92,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,6,3,2
8866,0.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,6,3,2
8867,1.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,7,2,3
8868,1.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,7,3,3
8869,1.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,3,3
8870,1.04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,3
8871,0.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,5,3,2
8872,1.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,7,3,3
8873,1.01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,7,3,3
8874,1.04,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,3
8875,1.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8876,1.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,7,3,3
8877,1.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,2,3
8878,0.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,2,3,2
8879,1.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,6,2,3
8880,1.02,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,5,3,3
8881,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,2
8882,1.04,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,7,3,3
8883,1.01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7,5,3,3
8884,1.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,3,3
8885,1.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,7,3,3
8886,0.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,3,3,2
8887,1.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,3,3
8888,0.94,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,5,3,2
8889,1.06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,6,3,3
8890,1.06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,6,3,3
8891,1.17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,7,2,3
8892,0.92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,6,3,2
